date,open,high,low,close,adjusted_close,volume
2022-06-29,1135.0,1148.37,1118.74,1146.02,1146.02,142138
2022-06-30,1128.91,1163.3,1124.1,1148.77,1148.77,219060
2022-07-01,1151.33,1167.82,1145.69,1161.85,1161.85,139102
2022-07-05,1142.95,1176.15,1131.8,1175.47,1175.47,132962
2022-07-06,1175.34,1180.8,1161.02,1171.6,1171.6,200531
2022-07-07,1170.08,1208.36,1170.035,1207.3,1207.3,190846
2022-07-08,1196.01,1228.94,1194.57,1221.28,1221.28,141003
2022-07-11,1211.74,1230.11,1205.31,1222.83,1222.83,131952
2022-07-12,1212.8,1227.48,1186.75,1190.56,1190.56,104498
2022-07-13,1165.73,1197.19,1162.95,1172.34,1172.34,108454
2022-07-14,1152.77,1157.24,1111.0,1138.22,1138.22,134697
2022-07-15,1157.38,1168.11,1143.56,1158.96,1158.96,94851
2022-07-18,1163.59,1163.59,1116.65,1122.8,1122.8,84921
2022-07-19,1140.64,1158.945,1137.312,1156.87,1156.87,133618
2022-07-20,1153.4,1180.68,1153.4,1166.42,1166.42,89797
2022-07-21,1181.81,1242.425,1181.81,1240.29,1240.29,125064
2022-07-22,1249.09,1255.32,1219.45,1224.14,1224.14,113821
2022-07-25,1225.24,1231.0,1210.8,1230.22,1230.22,97844
2022-07-26,1229.51,1240.41,1220.07,1235.85,1235.85,110465
2022-07-27,1235.89,1285.06,1235.89,1273.56,1273.56,133242
2022-07-28,1273.56,1307.24,1264.52,1298.96,1298.96,138506
2022-07-29,1312.33,1357.61,1309.485,1349.73,1349.73,205245
2022-08-01,1339.34,1356.61,1339.34,1350.83,1350.83,143144
2022-08-02,1344.24,1362.66,1336.92,1340.32,1340.32,154422
2022-08-03,1348.62,1367.41,1342.53,1359.92,1359.92,90955
2022-08-04,1358.34,1358.34,1334.91,1346.88,1346.88,121722
2022-08-05,1330.52,1349.985,1325.085,1347.72,1347.72,75956
2022-08-08,1361.11,1361.11,1335.41,1342.11,1342.11,61014
2022-08-09,1335.58,1335.58,1311.506,1314.63,1314.63,61654
2022-08-10,1338.64,1349.12,1332.1,1346.78,1346.78,89002
2022-08-11,1356.59,1372.785,1339.51,1346.79,1346.79,72663
2022-08-12,1349.46,1365.725,1341.896,1364.1,1364.1,61252
2022-08-15,1358.32,1369.408,1343.25,1366.39,1366.39,59453
2022-08-16,1354.94,1368.24,1346.63,1356.1,1356.1,65457
2022-08-17,1341.56,1363.825,1335.48,1356.6,1356.6,82765
2022-08-18,1361.25,1361.25,1332.99,1358.72,1358.72,65316
2022-08-19,1354.72,1362.72,1329.7,1333.8,1333.8,88423
2022-08-22,1314.6,1323.93,1301.71,1308.27,1308.27,58759
2022-08-23,1300.23,1308.81,1280.24,1282.83,1282.83,63163
2022-08-24,1289.51,1303.88,1282.955,1296.76,1296.76,50368
2022-08-25,1307.35,1324.64,1299.29,1323.96,1323.96,38410
2022-08-26,1323.96,1324.5,1250.61,1251.91,1251.91,65269
2022-08-29,1233.81,1243.11,1223.545,1232.37,1232.37,69916
2022-08-30,1232.67,1234.76,1216.57,1223.72,1223.72,80505
2022-08-31,1231.36,1239.17,1211.94,1212.46,1212.46,163379
2022-09-01,1207.82,1208.73,1186.39,1208.33,1208.33,81972
2022-09-02,1229.48,1229.48,1191.07,1195.02,1195.02,55115
2022-09-06,1211.79,1231.099,1206.95,1222.71,1222.71,105407
2022-09-07,1226.46,1253.67,1214.61,1250.48,1250.48,77477
2022-09-08,1246.54,1286.25,1244.275,1284.31,1284.31,89860
2022-09-09,1285.54,1301.49,1281.43,1300.95,1300.95,67900
2022-09-12,1301.0,1316.0,1300.88,1314.39,1314.39,53207
2022-09-13,1280.39,1290.79,1269.76,1270.63,1270.63,168775
2022-09-14,1269.29,1271.99,1239.435,1250.05,1250.05,127933
2022-09-15,1243.52,1262.24,1233.08,1243.79,1243.79,89954
2022-09-16,1242.93,1242.93,1186.448,1198.5,1198.5,178109
2022-09-19,1187.27,1207.68,1186.38,1204.82,1204.82,92715
2022-09-20,1191.35,1194.08,1153.52,1167.55,1167.55,116872
2022-09-21,1173.31,1201.49,1159.14,1160.06,1160.06,100413
2022-09-22,1152.46,1152.46,1133.235,1135.53,1135.53,114797
2022-09-23,1130.38,1139.135,1104.94,1132.01,1132.01,121317
2022-09-26,1124.66,1139.12,1112.19,1117.85,1117.85,95639
2022-09-27,1130.07,1136.58,1095.38,1104.28,1104.28,119501
2022-09-28,1099.23,1117.89,1096.94,1109.1,1109.1,141388
2022-09-29,1098.8,1101.73,1085.71,1096.88,1096.88,163505
2022-09-30,1100.19,1112.6,1081.67,1084.12,1084.12,144350
2022-10-03,1100.48,1140.39,1092.96,1133.36,1133.36,112732
2022-10-04,1154.95,1182.92,1154.95,1179.21,1179.21,147804
2022-10-05,1161.5,1208.57,1161.5,1202.47,1202.47,116811
2022-10-06,1194.76,1214.68,1194.61,1203.18,1203.18,135403
2022-10-07,1190.84,1190.84,1153.765,1156.89,1156.89,96981
2022-10-10,1164.19,1164.19,1126.85,1127.08,1127.08,88963
2022-10-11,1121.61,1132.935,1098.32,1113.26,1113.26,96153
2022-10-12,1118.16,1118.965,1101.81,1102.67,1102.67,74295
2022-10-13,1077.54,1142.9,1065.55,1131.63,1131.63,104614
2022-10-14,1139.87,1149.38,1112.05,1117.03,1117.03,100413
2022-10-17,1135.89,1181.31,1133.85,1173.12,1173.12,105199
2022-10-18,1209.16,1216.97,1186.35,1200.0,1200.0,105512
2022-10-19,1184.98,1186.285,1154.44,1166.97,1166.97,95818
2022-10-20,1157.28,1184.44,1135.47,1143.9,1143.9,102334
2022-10-21,1149.6,1176.865,1136.285,1174.38,1174.38,92996
2022-10-24,1187.87,1212.14,1186.63,1197.14,1197.14,104335
2022-10-25,1203.52,1240.35,1203.52,1230.89,1230.89,84773
2022-10-26,1235.63,1278.17,1232.12,1262.83,1262.83,110474
2022-10-27,1258.34,1270.78,1242.98,1253.08,1253.08,94690
2022-10-28,1253.08,1277.535,1235.32,1264.55,1264.55,70590
2022-10-31,1248.36,1280.18,1248.36,1264.93,1264.93,110058
2022-11-01,1284.78,1288.63,1253.08,1280.84,1280.84,117066
2022-11-02,1281.47,1294.57,1236.85,1238.81,1238.81,109960
2022-11-03,1221.29,1247.71,1200.1,1225.87,1225.87,102880
2022-11-04,1213.61,1297.535,1199.41,1284.51,1284.51,183847
2022-11-07,1297.9,1304.66,1270.45,1298.71,1298.71,155301
2022-11-08,1306.42,1358.96,1299.28,1350.96,1350.96,151937
2022-11-09,1337.81,1353.48,1320.735,1336.23,1336.23,106780
2022-11-10,1398.94,1454.7,1398.94,1449.15,1449.15,160700
2022-11-11,1452.42,1488.37,1446.57,1464.38,1464.38,138072
2022-11-14,1466.0,1495.07,1440.18,1442.8,1442.8,139470
2022-11-15,1462.93,1462.93,1404.22,1408.03,1408.03,138401
2022-11-16,1418.65,1418.65,1385.36,1395.75,1395.75,106038
2022-11-17,1370.01,1388.83,1354.06,1388.83,1388.83,118802
2022-11-18,1414.32,1414.32,1384.72,1401.31,1401.31,72842
2022-11-21,1390.32,1406.152,1386.885,1391.93,1391.93,58967
2022-11-22,1407.33,1439.75,1402.925,1439.75,1439.75,90743
2022-11-23,1446.53,1450.0,1429.865,1441.32,1441.32,66190
2022-11-25,1444.22,1455.135,1438.27,1449.69,1449.69,34695
2022-11-28,1431.85,1442.31,1416.76,1439.89,1439.89,118148
2022-11-29,1429.58,1444.41,1412.21,1412.21,1412.21,94230
2022-11-30,1419.06,1469.92,1402.18,1469.56,1469.56,233960
2022-12-01,1483.55,1498.9,1468.79,1490.33,1490.33,116925
2022-12-02,1463.08,1499.46,1456.57,1486.1,1486.1,73034
2022-12-05,1465.34,1473.3,1436.13,1454.37,1454.37,68398
2022-12-06,1445.05,1467.095,1436.02,1453.8,1453.8,70416
2022-12-07,1441.29,1472.37,1441.29,1461.57,1461.57,76106
2022-12-08,1461.22,1486.14,1461.22,1482.73,1482.73,90651
2022-12-09,1467.42,1483.45,1449.63,1455.56,1455.56,86293
2022-12-12,1460.0,1485.09,1457.96,1484.89,1484.89,100301
2022-12-13,1530.96,1534.735,1499.09,1513.02,1513.02,144760
2022-12-14,1507.85,1513.55,1463.64,1474.76,1474.76,128385
2022-12-15,1447.16,1456.54,1412.94,1418.07,1418.07,110622
2022-12-16,1401.58,1430.57,1399.475,1428.19,1428.19,190192
2022-12-19,1425.3,1425.52,1392.95,1397.93,1397.93,94756
2022-12-20,1397.61,1417.35,1390.65,1405.05,1405.05,74631
2022-12-21,1411.76,1447.97,1411.76,1444.02,1444.02,66164
2022-12-22,1424.0,1440.9,1407.295,1438.44,1438.44,69633
2022-12-23,1440.66,1446.395,1431.38,1439.05,1439.05,41191
2022-12-27,1443.53,1454.95,1429.685,1447.24,1447.24,46048
2022-12-28,1450.49,1469.22,1430.16,1430.18,1430.18,46471
2022-12-29,1448.21,1475.035,1448.21,1467.11,1467.11,80124
2022-12-30,1454.58,1454.58,1426.49,1445.45,1445.45,97503
2023-01-03,1455.19,1468.21,1430.355,1461.87,1461.87,84397
2023-01-04,1484.9,1500.79,1461.32,1491.57,1491.57,95801
2023-01-05,1474.4,1495.63,1456.95,1489.51,1489.51,106951
2023-01-06,1503.67,1519.04,1391.89,1449.57,1449.57,149497
2023-01-09,1454.78,1489.15,1454.35,1456.41,1456.41,112796
2023-01-10,1463.35,1525.33,1463.35,1520.86,1520.86,86582
2023-01-11,1528.44,1571.965,1528.44,1553.73,1553.73,106502
2023-01-12,1554.08,1554.08,1523.44,1536.21,1536.21,63261
2023-01-13,1525.8,1562.67,1525.8,1557.78,1557.78,44939
2023-01-17,1547.36,1567.96,1523.485,1531.3,1531.3,113221
2023-01-18,1540.0,1567.86,1532.07,1539.65,1539.65,81189
2023-01-19,1532.24,1548.76,1517.35,1518.46,1518.46,89591
2023-01-20,1524.49,1564.63,1518.1,1561.53,1561.53,89217
2023-01-23,1562.0,1583.395,1547.61,1576.68,1576.68,99116
2023-01-24,1560.11,1571.92,1517.25,1534.75,1534.75,88766
2023-01-25,1514.14,1532.915,1496.52,1531.57,1531.57,60072
2023-01-26,1548.47,1548.47,1511.78,1523.71,1523.71,81443
2023-01-27,1514.19,1541.83,1514.19,1529.75,1529.75,57578
2023-01-30,1520.63,1535.05,1496.33,1507.41,1507.41,84068
2023-01-31,1510.25,1533.84,1506.145,1532.92,1532.92,90921
2023-02-01,1534.89,1568.715,1515.94,1560.54,1560.54,116444
2023-02-02,1555.51,1596.07,1555.51,1583.88,1583.88,99140
2023-02-03,1560.13,1609.25,1558.42,1591.65,1591.65,126239
2023-02-06,1578.61,1593.58,1550.925,1555.98,1555.98,109997
2023-02-07,1543.04,1572.69,1529.18,1557.94,1557.94,119059
2023-02-08,1547.31,1569.99,1547.31,1554.7,1554.7,69741
2023-02-09,1573.45,1587.1,1517.18,1534.64,1534.64,133858
2023-02-10,1536.98,1544.23,1489.99,1513.31,1513.31,163223
2023-02-13,1515.26,1559.675,1513.005,1554.24,1554.24,116633
2023-02-14,1553.41,1572.38,1533.52,1545.49,1545.49,87012
2023-02-15,1536.06,1561.8,1522.0,1561.8,1561.8,98078
2023-02-16,1535.47,1551.368,1522.25,1534.51,1534.51,76036
2023-02-17,1525.39,1534.79,1507.285,1513.93,1513.93,90258
2023-02-21,1498.48,1498.48,1452.65,1459.03,1459.03,138874
2023-02-22,1464.52,1472.665,1450.43,1455.41,1455.41,113109
2023-02-23,1463.66,1471.51,1453.62,1467.65,1467.65,62858
2023-02-24,1447.51,1452.25,1424.355,1428.09,1428.09,78466
2023-02-27,1447.48,1458.744,1429.93,1431.59,1431.59,64281
2023-02-28,1427.2,1452.76,1427.2,1433.71,1433.71,171477
2023-03-01,1424.0,1440.64,1416.7,1417.97,1417.97,87520
2023-03-02,1407.43,1481.13,1407.43,1479.49,1479.49,101946
2023-03-03,1492.72,1511.3,1484.14,1508.64,1508.64,57504
2023-03-06,1503.58,1526.655,1503.58,1505.92,1505.92,108571
2023-03-07,1508.31,1508.31,1470.52,1473.18,1473.18,70471
2023-03-08,1472.9,1490.25,1466.375,1490.24,1490.24,54946
2023-03-09,1496.22,1504.75,1468.015,1475.57,1475.57,73480
2023-03-10,1474.23,1474.23,1428.67,1433.25,1433.25,75672
2023-03-13,1423.72,1452.29,1421.95,1439.57,1439.57,67029
2023-03-14,1461.21,1473.925,1449.92,1469.87,1469.87,76137
2023-03-15,1440.92,1455.64,1405.975,1438.88,1438.88,81967
2023-03-16,1432.68,1478.26,1421.01,1469.86,1469.86,75571
2023-03-17,1467.66,1471.29,1447.36,1455.11,1455.11,160628
2023-03-20,1457.13,1479.65,1457.13,1474.72,1474.72,57640
2023-03-21,1487.96,1500.23,1474.47,1500.22,1500.22,86863
2023-03-22,1492.38,1511.05,1449.98,1452.26,1452.26,92084
2023-03-23,1462.97,1490.18,1445.12,1451.1,1451.1,73060
2023-03-24,1447.26,1459.75,1428.1,1459.75,1459.75,63490
2023-03-27,1478.07,1498.38,1456.66,1481.53,1481.53,78987
2023-03-28,1479.04,1485.09,1462.645,1473.64,1473.64,45186
2023-03-29,1490.75,1500.02,1476.172,1496.31,1496.31,65232
2023-03-30,1512.11,1517.58,1487.703,1499.74,1499.74,59471
2023-03-31,1512.01,1532.04,1512.01,1530.21,1530.21,84920
2023-04-03,1520.61,1538.29,1511.81,1530.55,1530.55,84896
2023-04-04,1530.76,1541.82,1521.28,1529.54,1529.54,78067
2023-04-05,1520.6,1542.277,1510.01,1529.87,1529.87,69386
2023-04-06,1529.59,1529.59,1496.26,1500.92,1500.92,96402
2023-04-10,1491.65,1524.13,1482.39,1521.63,1521.63,74746
2023-04-11,1524.2,1540.66,1512.76,1527.37,1527.37,68615
2023-04-12,1543.73,1558.42,1530.355,1533.44,1533.44,64329
2023-04-13,1548.77,1585.69,1529.62,1581.71,1581.71,99358
2023-04-14,1578.75,1588.56,1563.48,1576.95,1576.95,64833
2023-04-17,1585.59,1596.31,1572.565,1595.92,1595.92,72044
2023-04-18,1603.63,1615.97,1577.71,1589.22,1589.22,74149
2023-04-19,1587.32,1601.66,1575.02,1598.99,1598.99,54956
2023-04-20,1577.91,1577.91,1526.83,1539.56,1539.56,157554
2023-04-21,1548.91,1560.92,1535.495,1559.39,1559.39,100230
2023-04-24,1558.33,1574.26,1555.21,1574.22,1574.22,69158
2023-04-25,1565.0,1565.0,1466.12,1470.33,1470.33,114668
2023-04-26,1458.36,1476.5,1457.01,1461.66,1461.66,111652
2023-04-27,1464.29,1464.29,1437.56,1456.58,1456.58,133693
2023-04-28,1452.8,1495.57,1452.8,1491.5,1491.5,84594
2023-05-01,1493.62,1521.86,1493.62,1519.3,1519.3,103588
2023-05-02,1520.75,1525.14,1486.96,1502.49,1502.49,137748
2023-05-03,1504.99,1518.2,1482.68,1492.1,1492.1,144381
2023-05-04,1485.03,1496.86,1473.04,1475.2,1475.2,144068
2023-05-05,1475.0,1475.0,1395.21,1424.99,1424.99,237497
2023-05-08,1426.11,1427.04,1379.665,1393.92,1393.92,100474
2023-05-09,1376.82,1402.0,1366.99,1376.2,1376.2,106843
2023-05-10,1394.06,1394.06,1361.56,1372.15,1372.15,104323
2023-05-11,1365.05,1365.05,1342.37,1348.08,1348.08,169988
2023-05-12,1360.72,1384.17,1355.11,1383.55,1383.55,123933
2023-05-15,1380.98,1389.55,1369.3,1386.0,1386.0,76139
2023-05-16,1380.95,1388.54,1364.59,1372.89,1372.89,105221
2023-05-17,1380.35,1382.953,1341.26,1369.17,1369.17,110262
2023-05-18,1373.41,1388.75,1355.77,1384.43,1384.43,74155
2023-05-19,1395.63,1410.81,1381.18,1386.47,1386.47,95116
2023-05-22,1383.71,1406.81,1380.445,1398.7,1398.7,101751
2023-05-23,1396.55,1411.61,1349.833,1355.61,1355.61,108715
2023-05-24,1325.8,1325.8,1288.41,1313.32,1313.32,201659
2023-05-25,1324.92,1325.86,1300.89,1316.95,1316.95,133315
2023-05-26,1327.23,1353.525,1327.23,1348.19,1348.19,92721
2023-05-30,1343.57,1352.59,1310.01,1314.72,1314.72,104612
2023-05-31,1307.63,1325.955,1291.2,1321.87,1321.87,245080
2023-06-01,1324.88,1337.667,1316.46,1329.32,1329.32,101132
2023-06-02,1346.27,1347.37,1326.973,1332.66,1332.66,82964
2023-06-05,1330.0,1338.45,1317.345,1335.22,1335.22,85021
2023-06-06,1341.6,1343.22,1310.76,1321.79,1321.79,59695
2023-06-07,1316.0,1329.64,1311.58,1327.64,1327.64,56652
2023-06-08,1319.84,1320.0,1285.85,1295.51,1295.51,143577
2023-06-09,1293.96,1301.82,1280.04,1292.06,1292.06,158642
2023-06-12,1295.74,1319.625,1293.28,1316.97,1316.97,103784
2023-06-13,1321.42,1335.87,1305.54,1318.74,1318.74,159416
2023-06-14,1322.86,1328.825,1307.465,1315.57,1315.57,147761
2023-06-15,1307.6,1337.38,1297.06,1336.29,1336.29,159457
2023-06-16,1350.95,1362.4,1309.94,1321.97,1321.97,188848
2023-06-20,1295.3,1297.68,1254.48,1283.8,1283.8,185252
2023-06-21,1277.59,1303.8,1272.5,1291.92,1291.92,171310
2023-06-22,1288.85,1294.34,1275.33,1283.37,1283.37,116103
2023-06-23,1269.39,1296.99,1269.39,1288.25,1288.25,188838
2023-06-26,1284.13,1292.33,1265.29,1279.9,1279.9,110577
2023-06-27,1289.28,1289.28,1257.23,1272.22,1272.22,150090
2023-06-28,1273.01,1283.785,1267.11,1275.41,1275.41,114105
2023-06-29,1273.42,1320.87,1272.54,1316.88,1316.88,163779
2023-06-30,1329.59,1335.73,1309.44,1311.64,1311.64,167946
2023-07-03,1321.44,1321.44,1297.0,1312.14,1312.14,68218
2023-07-05,1305.14,1317.315,1302.12,1304.71,1304.71,105519
2023-07-06,1283.34,1296.29,1266.57,1294.2,1294.2,124643
2023-07-07,1283.96,1297.98,1268.75,1269.09,1269.09,160899
2023-07-10,1267.99,1293.81,1267.99,1293.6,1293.6,141675
2023-07-11,1292.14,1305.37,1288.065,1292.43,1292.43,82147
2023-07-12,1311.52,1327.83,1302.8,1319.69,1319.69,99650
2023-07-13,1336.0,1336.0,1307.56,1327.73,1327.73,127062
2023-07-14,1328.73,1338.24,1319.03,1331.93,1331.93,95396
2023-07-17,1329.3,1335.215,1310.32,1328.46,1328.46,101757
2023-07-18,1326.3,1336.85,1311.27,1335.01,1335.01,126557
2023-07-19,1331.36,1347.0,1321.94,1340.03,1340.03,166121
2023-07-20,1346.02,1365.3,1342.92,1349.84,1349.84,103665
2023-07-21,1353.71,1379.47,1321.985,1361.86,1361.86,225838
2023-07-24,1359.55,1376.48,1354.76,1362.02,1362.02,175781
2023-07-25,1336.56,1364.71,1312.51,1312.92,1312.92,268368
2023-07-26,1300.67,1335.87,1284.42,1335.02,1335.02,269977
2023-07-27,1339.55,1364.72,1322.39,1324.14,1324.14,232099
2023-07-28,1260.0,1313.03,1243.1,1308.51,1308.51,305297
2023-07-31,1314.11,1314.11,1246.5,1257.47,1257.47,226495
2023-08-01,1252.81,1293.635,1241.8,1284.43,1284.43,172150
2023-08-02,1277.0,1315.74,1266.89,1291.9,1291.9,161979
2023-08-03,1284.39,1284.39,1267.93,1269.11,1269.11,131273
2023-08-04,1268.0,1289.265,1264.44,1271.49,1271.49,105944
2023-08-07,1276.01,1278.45,1254.01,1259.55,1259.55,111404
2023-08-08,1256.78,1258.55,1234.15,1254.94,1254.94,136403
2023-08-09,1254.85,1260.06,1244.64,1245.24,1245.24,58974
2023-08-10,1247.2,1270.16,1242.36,1245.45,1245.45,199051
2023-08-11,1240.0,1254.29,1237.64,1239.8,1239.8,125322
2023-08-14,1233.98,1244.99,1229.79,1240.17,1240.17,151396
2023-08-15,1235.89,1239.2,1219.97,1226.76,1226.76,155266
2023-08-16,1216.29,1230.85,1183.72,1198.3,1198.3,197972
2023-08-17,1200.64,1209.92,1197.51,1205.1,1205.1,200649
2023-08-18,1197.05,1202.1,1183.04,1184.68,1184.68,154539
2023-08-21,1184.11,1184.74,1166.09,1169.67,1169.67,142327
2023-08-22,1169.0,1175.95,1151.18,1160.97,1160.97,123737
2023-08-23,1170.11,1183.27,1164.42,1165.09,1165.09,147559
2023-08-24,1169.48,1178.58,1159.0,1161.96,1161.96,108099
2023-08-25,1162.8,1181.6,1158.48,1175.45,1175.45,102150
2023-08-28,1181.21,1186.92,1170.85,1181.7,1181.7,114464
2023-08-29,1184.55,1208.39,1180.1,1206.83,1206.83,107901
2023-08-30,1210.0,1222.715,1207.055,1217.57,1217.57,114638
2023-08-31,1221.6,1227.48,1213.36,1213.48,1213.48,173764
2023-09-01,1225.35,1235.585,1198.88,1222.5,1222.5,136115
2023-09-05,1221.22,1235.78,1215.01,1215.89,1215.89,200703
2023-09-06,1213.0,1213.0,1192.37,1192.61,1192.61,135051
2023-09-07,1188.05,1190.86,1161.76,1162.07,1162.07,132987
2023-09-08,1161.0,1163.491,1129.42,1130.7,1130.7,154116
2023-09-11,1135.28,1139.44,1121.995,1128.99,1128.99,158802
2023-09-12,1126.67,1131.36,1115.76,1121.32,1121.32,116519
2023-09-13,1081.49,1139.075,1081.49,1126.97,1126.97,190372
2023-09-14,1136.55,1168.11,1118.91,1157.67,1157.67,176017
2023-09-15,1155.42,1212.54,1134.91,1168.7,1168.7,344929
2023-09-18,1163.18,1163.18,1134.75,1134.97,1134.97,147335
2023-09-19,1129.79,1141.93,1126.485,1131.99,1131.99,209259
2023-09-20,1137.79,1146.355,1126.71,1131.11,1131.11,115915
2023-09-21,1122.15,1129.095,1093.81,1094.03,1094.03,158435
2023-09-22,1094.63,1108.76,1091.0,1100.03,1100.03,184559
2023-09-25,1095.53,1124.36,1092.12,1122.43,1122.43,135239
2023-09-26,1117.63,1122.64,1104.28,1104.31,1104.31,104224
2023-09-27,1107.96,1111.26,1094.57,1097.78,1097.78,114533
2023-09-28,1097.81,1131.14,1097.68,1118.24,1118.24,140844
2023-09-29,1129.43,1132.16,1105.15,1108.07,1108.07,133240
2023-10-02,1102.97,1104.53,1071.37,1087.33,1087.33,142520
2023-10-03,1082.52,1093.14,1073.215,1075.92,1075.92,87584
2023-10-04,1082.42,1094.74,1065.87,1091.9,1091.9,84723
2023-10-05,1090.48,1090.48,1067.425,1078.25,1078.25,119347
2023-10-06,1072.18,1089.895,1069.51,1081.73,1081.73,122741
2023-10-09,1073.63,1089.95,1066.32,1088.26,1088.26,91523
2023-10-10,1088.71,1104.57,1076.625,1097.02,1097.02,176468
2023-10-11,1097.02,1108.46,1093.24,1107.08,1107.08,111629
2023-10-12,1105.02,1105.02,1040.12,1041.81,1041.81,188205
2023-10-13,1034.99,1049.79,1028.56,1033.64,1033.64,231567
2023-10-16,1048.41,1062.505,1029.89,1056.97,1056.97,173913
2023-10-17,1041.34,1055.53,1016.53,1045.23,1045.23,123106
2023-10-18,1033.73,1039.76,1009.28,1010.0,1010.0,154604
2023-10-19,1008.78,1039.69,1008.78,1014.12,1014.12,155480
2023-10-20,1015.07,1027.63,1011.87,1020.23,1020.23,128323
2023-10-23,1016.98,1021.46,1001.14,1008.77,1008.77,140782
2023-10-24,992.33,1006.43,981.97,991.81,991.81,223759
2023-10-25,967.45,975.95,931.43,975.26,975.26,262870
2023-10-26,980.23,988.92,969.65,982.29,982.29,150570
2023-10-27,983.23,993.945,968.44,976.25,976.25,241733
2023-10-30,977.0,978.26,928.495,962.37,962.37,291929
2023-10-31,969.82,990.28,965.26,985.2,985.2,178250
2023-11-01,987.01,987.01,960.37,969.48,969.48,157151
2023-11-02,981.92,993.85,972.23,991.21,991.21,119447
2023-11-03,1006.95,1041.62,1006.95,1032.06,1032.06,138192
2023-11-06,1030.95,1044.265,1026.69,1033.7,1033.7,133038
2023-11-07,1026.86,1064.915,1026.86,1042.28,1042.28,175129
2023-11-08,1044.0,1049.0,1033.31,1038.28,1038.28,121550
2023-11-09,1045.94,1050.229,1017.7,1024.55,1024.55,160191
2023-11-10,1004.51,1047.29,953.28,1044.11,1044.11,310765
2023-11-13,1026.54,1035.13,1015.29,1019.24,1019.24,200896
2023-11-14,1046.1,1053.15,1029.01,1048.19,1048.19,275770
2023-11-15,1039.01,1067.45,1039.01,1057.02,1057.02,387437
2023-11-16,1061.4,1064.65,1047.865,1049.73,1049.73,239096
2023-11-17,1070.29,1070.29,1043.22,1049.05,1049.05,294299
2023-11-20,1052.0,1056.635,1041.492,1050.2,1050.2,472830
2023-11-21,1069.73,1128.05,1053.41,1085.51,1085.51,489077
2023-11-22,1084.37,1099.06,1067.85,1078.58,1078.58,417087
2023-11-24,1079.0,1093.51,1073.82,1093.51,1093.51,91728
2023-11-27,1086.41,1086.42,1076.58,1079.84,1079.84,139710
2023-11-28,1073.0,1090.065,1059.08,1082.16,1082.16,136243
2023-11-29,1092.99,1101.2,1087.66,1092.43,1092.43,115692
2023-11-30,1093.64,1101.24,1080.945,1091.93,1091.93,216885
2023-12-01,1089.69,1104.47,1074.16,1104.47,1104.47,102306
2023-12-04,1099.88,1117.89,1097.36,1102.84,1102.84,118572
2023-12-05,1090.0,1096.9,1068.33,1081.88,1081.88,124033
2023-12-06,1090.28,1108.395,1088.07,1093.23,1093.23,123782
2023-12-07,1093.93,1107.87,1093.35,1100.02,1100.02,98790
2023-12-08,1095.94,1109.865,1086.88,1090.52,1090.52,129594
2023-12-11,1090.0,1120.0,1088.615,1112.5,1112.5,122878
2023-12-12,1113.02,1117.45,1103.73,1114.81,1114.81,105394
2023-12-13,1116.49,1174.6,1115.435,1171.0,1171.0,172431
2023-12-14,1188.04,1228.24,1178.83,1224.7,1224.7,371450
2023-12-15,1222.26,1224.74,1189.49,1190.61,1190.61,288610
2023-12-18,1205.0,1205.0,1178.04,1185.03,1185.03,157646
2023-12-19,1191.28,1204.09,1187.075,1201.77,1201.77,113943
2023-12-20,1202.4,1220.64,1186.95,1186.95,1186.95,150152
2023-12-21,1193.17,1219.58,1193.17,1209.1,1209.1,104411
2023-12-22,1216.5,1220.33,1205.305,1213.8,1213.8,65490
